Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
1995-07-07,1995,7,7,Friday,27,1995-27,952.9,969.77,952.64,969.76,512200000,969.76,0.01766133631977085,934.7450000000002,886.6339999999998
1995-07-10,1995,7,10,Monday,28,1995-28,970.41,977.84,970.11,976.63,457320000,976.63,0.0070842219188311795,938.6407142857145,889.3475999999998
1995-07-11,1995,7,11,Tuesday,28,1995-28,975.39,975.53,970.2,970.22,443750000,970.22,-0.006563421303502404,941.5257142857145,891.8723999999997
1995-07-12,1995,7,12,Wednesday,28,1995-28,975.9,988.71,975.77,988.63,514470000,988.63,0.018975113619178252,945.7714285714286,894.8123999999998
1995-07-13,1995,7,13,Thursday,28,1995-28,989.27,999.59,988.25,994.15,530100000,994.15,0.005583503943828116,949.6328571428572,897.8595999999998
1995-07-14,1995,7,14,Friday,28,1995-28,988.96,999.33,984.29,999.33,433600000,999.33,0.005210473820421946,953.9514285714286,900.8409999999998
1995-07-17,1995,7,17,Monday,29,1995-29,1000.73,1007.18,1000.73,1005.89,466420000,1005.89,0.006564395591455607,959.5878571428572,904.0237999999997
1995-07-18,1995,7,18,Tuesday,29,1995-29,1005.65,1006.65,987.24,988.53,483650000,988.53,-0.01725833351435535,964.5142857142857,906.9237999999998
1995-07-19,1995,7,19,Wednesday,29,1995-29,988.53,988.53,936.97,952.87,597910000,952.87,-0.03607379960429924,966.825,908.9953999999998
1995-07-20,1995,7,20,Thursday,29,1995-29,955.97,961.55,952.06,960.57,480830000,960.57,0.008080863335490296,969.2364285714286,911.2433999999998
1995-07-21,1995,7,21,Friday,29,1995-29,959.25,967.51,957.95,961.77,468690000,961.77,0.0012492709514988487,971.2592857142857,913.5263999999997
1995-07-24,1995,7,24,Monday,30,1995-30,964.12,978.71,964.12,978.57,404090000,978.57,0.01746778070827859,974.405,916.0211999999997
