Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
1995-06-27,1995,6,27,Tuesday,26,1995-26,4551.3,4574.08,4535.69,4542.61,28190000,4542.61,-0.0018984096058775046,4516.596428571427,4412.302999999999
1995-06-28,1995,6,28,Wednesday,26,1995-26,4542.6,4574.08,4528.43,4556.79,31520000,4556.79,0.003121592258201744,4523.6121428571405,4419.856199999999
1995-06-29,1995,6,29,Thursday,26,1995-26,4556.8,4577.88,4521.86,4550.56,25420000,4550.56,-0.0013671862024241532,4532.652857142855,4426.7176
1995-06-30,1995,6,30,Friday,26,1995-26,4550.6,4581.0,4544.34,4556.1,22000000,4556.1,0.0012174411481589154,4540.484285714284,4433.2264
1995-07-03,1995,7,3,Monday,27,1995-27,4556.1,4585.15,4551.25,4585.15,11960000,4585.15,0.006376024245482226,4547.672857142856,4439.527599999999
1995-07-05,1995,7,5,Wednesday,27,1995-27,4585.1,4630.11,4583.76,4615.23,34190000,4615.23,0.006560326001473715,4556.540714285713,4445.7526
1995-07-06,1995,7,6,Thursday,27,1995-27,4615.2,4664.69,4607.28,4664.0,33910000,4664.0,0.010567191610741045,4568.521428571426,4453.029199999999
1995-07-07,1995,7,7,Friday,27,1995-27,4664.0,4704.81,4653.62,4702.73,44200000,4702.73,0.008304026687124821,4582.2314285714265,4461.0872
1995-07-10,1995,7,10,Monday,28,1995-28,4702.7,4728.32,4692.7,4702.39,31430000,4702.39,-7.226520582970242e-05,4592.85357142857,4468.840999999999
1995-07-11,1995,7,11,Tuesday,28,1995-28,4702.4,4704.12,4670.57,4680.6,27590000,4680.6,-0.004633822041338442,4602.142142857141,4476.0276
1995-07-12,1995,7,12,Wednesday,28,1995-28,4680.6,4733.86,4671.26,4727.29,33660000,4727.29,0.009975204125989956,4615.012857142855,4484.251800000001
1995-07-13,1995,7,13,Thursday,28,1995-28,4727.3,4735.58,4706.35,4727.48,31170000,4727.48,4.0179765717907046e-05,4624.85857142857,4492.223800000001
1995-07-14,1995,7,14,Friday,28,1995-28,4726.08,4726.08,4687.69,4708.82,29260000,4708.82,-0.0039471676933785504,4633.642857142855,4498.937200000001
1995-07-17,1995,7,17,Monday,29,1995-29,4708.8,4747.21,4704.59,4736.29,26820000,4736.29,0.005833779135583583,4646.859999999998,4506.469800000001
1995-07-18,1995,7,18,Tuesday,29,1995-29,4735.9,4735.94,4678.18,4686.28,40010000,4686.28,-0.010558950886409235,4657.12214285714,4513.327400000001
1995-07-19,1995,7,19,Wednesday,29,1995-29,4686.3,4688.04,4552.09,4628.87,49330000,4628.87,-0.012250584813692678,4662.270714285712,4518.227400000001
1995-07-20,1995,7,20,Thursday,29,1995-29,4628.9,4650.35,4607.74,4641.55,36460000,4641.55,0.002739261888753175,4668.769999999997,4523.242800000001
1995-07-21,1995,7,21,Friday,29,1995-29,4641.6,4651.06,4611.61,4641.55,44760000,4641.55,0.0,4674.8735714285685,4527.981400000001
